,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition,price
1161,15200,dodge,caravan,2019,clean vehicle,31542,no_color,  2c4rdgcgxkr529381,167802065,north carolina, usa,2 days left,47.94384
1162,15700,dodge,caravan,2019,clean vehicle,26899,white,  2c4rdgcg2kr659171,167802066,north carolina, usa,2 days left,42.23143
1163,16100,dodge,journey,2019,clean vehicle,29985,silver,  3c4pdcgg5kt717085,167802074,north carolina, usa,2 days left,48.27585
1164,16300,dodge,journey,2018,clean vehicle,37009,silver,  3c4pddgg2jt370853,167751185,texas, usa,21 hours left,60.32467
1165,16000,dodge,journey,2019,clean vehicle,30731,white,  3c4pdcgg6kt716981,167802075,north carolina, usa,2 days left,49.1696
1166,16900,dodge,journey,2019,clean vehicle,30062,silver,  3c4pddeg8kt738778,167802076,north carolina, usa,2 days left,50.80478
1167,17000,dodge,journey,2019,clean vehicle,28295,charcoal,  3c4pddeg0kt687602,167802077,north carolina, usa,2 days left,48.1015
1168,17300,dodge,journey,2019,clean vehicle,25534,silver,  3c4pddeg0kt694646,167802078,north carolina, usa,2 days left,44.17382
1169,15900,dodge,journey,2019,clean vehicle,29716,gray,  3c4pdceg1kt680751,167802079,north carolina, usa,2 days left,47.24844
1170,15700,dodge,journey,2019,clean vehicle,34294,silver,  3c4pdcgg0kt694119,167802080,north carolina, usa,2 days left,53.84158
1171,16900,dodge,journey,2019,clean vehicle,27643,white,  3c4pddeg5kt749804,167802084,north carolina, usa,2 days left,46.71667
1172,15500,dodge,journey,2019,clean vehicle,35516,white,  3c4pdceg4kt680601,167802093,north carolina, usa,2 days left,55.0498
1173,15100,dodge,journey,2019,clean vehicle,40674,silver,  3c4pdceg0kt680319,167802094,north carolina, usa,2 days left,61.41774
1174,15500,dodge,journey,2019,clean vehicle,32494,white,  3c4pdceg0kt681048,167802095,north carolina, usa,2 days left,50.3657
1175,15400,dodge,journey,2019,clean vehicle,35047,red,  3c4pdceg2kt716799,167802096,north carolina, usa,2 days left,53.97238
1176,16500,dodge,journey,2019,clean vehicle,32898,silver,  3c4pddeg4kt701856,167802099,north carolina, usa,2 days left,54.2817
1177,42500,dodge,challenger,2015,clean vehicle,13740,black,  2c3cdzc92fh716195,167752120,texas, usa,21 hours left,58.395
1178,16600,dodge,journey,2019,clean vehicle,23132,charcoal,  3c4pdcgg0kt716944,167802200,north carolina, usa,2 days left,38.39912
1179,15200,dodge,journey,2019,clean vehicle,37174,silver,  3c4pdcgg8kt717033,167802202,north carolina, usa,2 days left,56.50448
1180,15800,dodge,journey,2019,clean vehicle,34023,charcoal,  3c4pdcgg9kt737369,167802203,north carolina, usa,2 days left,53.75634
1181,16900,dodge,journey,2019,clean vehicle,30021,charcoal,  3c4pddeg2kt694986,167802205,north carolina, usa,2 days left,50.73549
1182,11100,dodge,caravan,2017,clean vehicle,51469,gray,  2c4rdgbg8hr652428,167802215,north carolina, usa,2 days left,57.13059
1183,15600,dodge,journey,2019,clean vehicle,31237,charcoal,  3c4pdceg1kt716986,167802230,north carolina, usa,2 days left,48.72972
1184,16900,dodge,journey,2019,clean vehicle,30186,silver,  3c4pddeg0kt745899,167802232,north carolina, usa,2 days left,51.01434
1185,15300,dodge,journey,2019,clean vehicle,41956,silver,  3c4pdceg5kt680932,167802233,north carolina, usa,2 days left,64.19268
1186,16600,dodge,journey,2019,clean vehicle,30727,black,  3c4pddeg8kt701794,167802234,north carolina, usa,2 days left,51.00682
1187,21800,dodge,durango,2017,clean vehicle,38956,black,  1c4rdjdg8hc653002,167752407,pennsylvania, usa,2 days left,84.92408
1188,36500,dodge,charger,2018,clean vehicle,22036,white,  2c3cdxgj3jh314932,167752500,virginia, usa,21 hours left,80.4314
1189,26300,dodge,durango,2019,clean vehicle,26462,red,  1c4rdhdg0kc675964,167752776,georgia, usa,21 hours left,69.59506
1190,20900,dodge,challenger,2019,clean vehicle,23143,red,  2c3cdzag1kh617105,167752778,georgia, usa,21 hours left,48.36887
1191,20100,dodge,challenger,2019,clean vehicle,17340,gray,  2c3cdzag2kh616402,167752791,georgia, usa,21 hours left,34.8534
1192,26700,dodge,charger,2019,clean vehicle,29749,gray,  2c3cdxct5kh527020,167752792,georgia, usa,21 hours left,79.42983
1193,23900,dodge,charger,2019,clean vehicle,35248,white,  2c3cdxhg1kh567414,167752939,georgia, usa,21 hours left,84.24272
1194,14500,dodge,caravan,2018,clean vehicle,40417,no_color,  2c4rdgeg6jr341288,167802408,florida, usa,27 minutes,58.60465
1195,23000,dodge,durango,2017,clean vehicle,30309,gray,  1c4rdjag5hc622178,167753011,virginia, usa,21 hours left,69.7107
1196,15000,dodge,journey,2018,clean vehicle,42303,red,  3c4pddgg1jt387157,167803180,north carolina, usa,2 days left,63.4545
1197,15000,dodge,journey,2018,clean vehicle,35326,white,  3c4pddgg5jt387288,167803188,north carolina, usa,2 days left,52.989
1198,28500,ford,door,2017,clean vehicle,92100,white,  1ft7w2bt6heb61418,167770192,texas, usa,2 days left,262.485
1199,28000,ford,door,2017,clean vehicle,99375,white,  1ft7w2bt2hee62669,167770195,texas, usa,2 days left,278.25
1200,9000,ford,door,2017,clean vehicle,72418,gray,  3fa6p0hd4hr370379,167770204,texas, usa,2 days left,65.1762
1201,28700,ford,doors,2015,clean vehicle,29733,ruby red metallic tinted clearcoat,  1fatp8ff4f5394347,167715937,connecticut, usa,12 days left,85.33371
1202,25000,ford,door,2017,clean vehicle,119439,white,  1ft7w2bt6hec19849,167770210,texas, usa,2 days left,298.5975
1203,17347,ford,doors,2015,clean vehicle,54396,black,  1fa6p8th4f5373291,167715938,massachusetts, usa,12 days left,94.3607412
1204,13800,ford,door,2016,clean vehicle,91606,white,  1ftew1c82gkd45492,167770495,texas, usa,5 hours left,126.41628
1205,25888,ford,doors,2015,clean vehicle,2807,black,  1fa6p8cf2f5430053,167715939,new jersey, usa,12 days left,7.2667616
1206,8500,ford,fusion,2017,clean vehicle,78739,black,  3fa6p0luxhr267362,167770647,tennessee, usa,2 days left,66.92815
1207,21289,ford,doors,2015,clean vehicle,71955,gray,  1fa6p8cf7f5308496,167715940,new york, usa,12 days left,153.1849995
1208,17999,ford,doors,2015,clean vehicle,48472,triple yellow tri-coat,  1fa6p8th8f5304703,167715941,new jersey, usa,12 days left,87.2447528
1209,2700,ford,door,2012,clean vehicle,98470,blue,  1fahp3f29cl226555,167770840,texas, usa,2 days left,26.5869
1210,30977,ford,doors,2015,clean vehicle,28937,competition orange,  1fa6p8cf8f5308068,167715942,pennsylvania, usa,12 days left,89.6381449
1211,13799,ford,doors,2015,clean vehicle,83693,red,  1fa6p8am3f5330934,167715943,new jersey, usa,12 days left,115.4879707
1212,20500,ford,srw,2014,clean vehicle,90888,white,  1fd7x3a68eeb54072,167771072,arizona, usa,2 days left,186.3204
1213,8500,ford,drw,2012,clean vehicle,216942,white,  1fdrf3ht6cea87430,167771079,texas, usa,18 hours left,184.4007
1214,9900,ford,door,2015,clean vehicle,205796,white,  1ftbf2a6xfeb60033,167771183,florida, usa,24 hours left,203.73804
1215,65500,ford,srw,2019,clean vehicle,6500,black,  1ft7w2bt0kec44818,167718954,indiana, usa,21 hours left,42.575
1216,24500,ford,wagon,2018,clean vehicle,39943,white,  1fbzx2zm1jka44328,167772606,florida, usa,2 days left,97.86035
1217,32500,ford,explorer,2020,clean vehicle,5920,silver,  1fmsk8dh2lga15480,167722215,missouri, usa,21 hours left,19.24
1218,9200,ford,fusion,2018,clean vehicle,71478,blue,  3fa6p0h75jr243141,167772971,pennsylvania, usa,2 days left,65.75976
1219,17700,ford,door,2017,clean vehicle,119520,silver,  1ftew1eg3hkc49103,167772999,pennsylvania, usa,2 days left,211.5504
1220,18300,ford,fusion,2020,clean vehicle,10882,white,  3fa6p0d94lr133238,167722427,california, usa,1 days left,19.91406
1221,43500,ford,srw,2019,clean vehicle,29010,gray,  1ft7w2bt3kee55737,167722585,illinois, usa,21 hours left,126.1935
1222,15200,ford,door,2016,clean vehicle,69003,white,  1fdbf2a6xgec32765,167773215,pennsylvania, usa,2 days left,104.88456
1223,36200,ford,srw,2019,clean vehicle,16207,no_color,  1ft7w2b63kee65677,167722586,illinois, usa,21 hours left,58.66934
1224,21900,ford,mustang,2018,clean vehicle,29748,red,  1fatp8uh4j5166362,167773235,new jersey, usa,2 days left,65.14812
1225,20700,ford,wagon,2019,clean vehicle,25582,white,  1fbax2cm3kka61610,167722604,california, usa,1 days left,52.95474
1226,12300,ford,fusion,2019,clean vehicle,24520,gray,  3fa6p0cd5kr265137,167722610,california, usa,1 days left,30.1596
1227,4200,ford,door,2016,clean vehicle,104383,blue,  3fa6p0hd5gr285811,167773291,pennsylvania, usa,2 days left,43.84086
1228,19500,ford,transit,2019,clean vehicle,34164,white,  1ftyr2cm1kka61447,167722611,california, usa,1 days left,66.6198
1229,14300,ford,fusion,2020,clean vehicle,6975,silver,  3fa6p0d98lr117690,167722616,california, usa,1 days left,9.97425
1230,13700,ford,van,2016,clean vehicle,67150,white,  1ftye2yg5gka02732,167773301,pennsylvania, usa,2 days left,91.9955
1231,13200,ford,door,2015,clean vehicle,100820,white,  1fm5k8d81fga01930,167773526,pennsylvania, usa,2 days left,133.0824
1232,6200,ford,door,2014,clean vehicle,142286,white,  1fmcu9g96euc38537,167773530,pennsylvania, usa,2 days left,88.21732
1233,6500,ford,door,2015,clean vehicle,60015,black,  1fa6p0g70f5119774,167773531,pennsylvania, usa,21 hours left,39.00975
1234,1500,ford,door,2013,clean vehicle,126381,gray,  3fadp4fj7dm130032,167773663,pennsylvania, usa,21 hours left,18.95715
1235,2200,ford,door,2013,clean vehicle,128753,black,  3fa6p0hr7dr120916,167773664,pennsylvania, usa,2 days left,28.32566
1236,4200,ford,door,2013,clean vehicle,0,no_color,  1fadp3j23dl155179,167773673,pennsylvania, usa,2 days left,0
1237,8700,ford,van,2013,clean vehicle,64598,white,  1ftse3el2dda91463,167773678,pennsylvania, usa,2 days left,56.20026
1238,3200,ford,door,2012,clean vehicle,111532,black,  3fahp0ja9cr334589,167773761,pennsylvania, usa,2 days left,35.69024
1239,9000,ford,door,2012,clean vehicle,149346,black,  1ftfw1et2cfc83729,167773763,pennsylvania, usa,21 hours left,134.4114
1240,20000,ford,edge,2018,clean vehicle,43567,silver,  2fmpk4k99jbb06857,167775132,illinois, usa,4 days left,87.134
1241,33000,ford,door,2017,clean vehicle,36004,white,  1ft7w2b62hed00227,167775742,texas, usa,6 days left,118.8132
1242,23300,ford,f-150,2019,clean vehicle,10935,white,  1ftmf1c58kkd07954,167725407,south carolina, usa,21 hours left,25.47855
1243,8750,ford,van,2017,clean vehicle,150484,white,  1fbax2cm1hka52638,167776541,illinois, usa,20 hours left,131.6735
1244,11975,ford,door,2012,clean vehicle,122014,white,  1ftfw1et5cfb83382,167777048,texas, usa,24 hours left,146.111765
1245,23600,ford,transit,2019,clean vehicle,19363,white,  1ftyr1ym8kka42378,167725759,south carolina, usa,21 hours left,45.69668
1246,12000,ford,explorer,2016,clean vehicle,42902,black,  1fm5k7bh1ggc33135,167777327,texas, usa,19 hours left,51.4824
1247,30900,ford,f-150,2018,clean vehicle,401,red,  1ftex1ep0jkd02147,167718228,indiana, usa,21 hours left,1.23909
1248,23900,ford,transit,2019,clean vehicle,11077,white,  1ftyr1zm0kka42485,167725761,south carolina, usa,21 hours left,26.47403
1249,40400,ford,f-150,2018,clean vehicle,34100,black,  1ftew1eg4jfb55634,167718246,indiana, usa,21 hours left,137.764
1250,38000,ford,srw,2019,clean vehicle,30018,white,  1ft7w2bt4ked42668,167778307,minnesota, usa,6 days left,114.0684
1251,27000,ford,flex,2019,clean vehicle,18279,white,  2fmhk6c88kba16090,167778596,illinois, usa,2 days left,49.3533
1252,24000,ford,transit,2019,clean vehicle,7373,white,  1ftyr1zm2kka54847,167725768,south carolina, usa,21 hours left,17.6952
1253,30000,ford,ranger,2019,clean vehicle,2590,gray,  1fter4fh7klb13025,167778604,wisconsin, usa,21 hours left,7.77
1254,16200,ford,fusion,2019,clean vehicle,41662,white,  3fa6p0ru1kr120930,167725769,south carolina, usa,21 hours left,67.49244
1255,30000,ford,flex,2019,clean vehicle,15019,gray,  2fmhk6dt4kba19698,167778609,wisconsin, usa,21 hours left,45.057
1256,23900,ford,transit,2019,clean vehicle,9420,white,  1ftyr1ym4kka50820,167725771,south carolina, usa,21 hours left,22.5138
1257,13800,ford,taurus,2018,clean vehicle,41864,white,  1fahp2d80jg104075,167722436,missouri, usa,21 hours left,57.77232
1258,23700,ford,transit,2019,clean vehicle,16829,white,  1ftyr1ym3kka51084,167725774,south carolina, usa,21 hours left,39.88473
1259,24300,ford,f-150,2018,clean vehicle,6290,gray,  1ftex1cp1jkf40656,167722443,illinois, usa,21 hours left,15.2847
1260,54900,ford,srw,2019,clean vehicle,14393,black,  1ft8w3bt7kee15090,167726356,nevada, usa,Listing Expired,79.01757
1261,22500,ford,taurus,2018,clean vehicle,14599,white,  1fahp2j88jg135238,167778957,wisconsin, usa,2 days left,32.84775
1262,39000,ford,f-150,2018,clean vehicle,25839,gray,  1ftfw1e53jfd63829,167778962,illinois, usa,2 days left,100.7721
1263,13900,ford,escape,2018,clean vehicle,60715,gray,  1fmcu0hdxjuc12967,167778964,wisconsin, usa,21 hours left,84.39385
1264,24700,ford,explorer,2018,clean vehicle,23350,red,  1fm5k7dh1jgb86970,167722623,illinois, usa,21 hours left,57.6745
1265,20100,ford,transit,2018,clean vehicle,62386,white,  1ftyr2xm7jkb19070,167722700,california, usa,1 days left,125.39586
1266,22000,ford,mustang,2018,clean vehicle,6248,red,  1fa6p8th3j5135439,167778967,illinois, usa,2 days left,13.7456
1267,38200,ford,mustang,2019,clean vehicle,878,green,  1fa6p8k02k5503784,167732976,florida, usa,1 days left,3.35396
1268,24400,ford,transit,2018,clean vehicle,49710,white,  1ftyr2xm4jka56820,167722717,california, usa,1 days left,121.2924
1269,35000,ford,mustang,2018,clean vehicle,2042,blue,  1fa6p8cf9j5131958,167778969,illinois, usa,21 hours left,7.147
1270,18600,ford,flex,2019,clean vehicle,7742,white,  2fmhk6d87kba29234,167732983,florida, usa,2 days left,14.40012
1271,22700,ford,transit,2018,clean vehicle,39733,white,  1ftyr3xm6jkb03481,167722718,california, usa,1 days left,90.19391
1272,38000,ford,f-150,2018,clean vehicle,33701,black,  1ftfw1e51jfa37950,167778971,illinois, usa,21 hours left,128.0638
1273,17000,ford,door,2014,clean vehicle,67542,red,  1ftmf1ctxefa36472,167779290,illinois, usa,2 days left,114.8214
1274,17500,ford,escape,2017,clean vehicle,35095,gray,  1fmcu9jd6huc93491,167779677,wisconsin, usa,2 days left,61.41625
1275,23200,ford,f-150,2019,clean vehicle,8652,white,  1ftmf1c50kkd60101,167734884,michigan, usa,21 hours left,20.07264
1276,30700,ford,explorer,2017,clean vehicle,51107,red,  1fm5k8ht2hgd13448,167779679,wisconsin, usa,21 hours left,156.89849
1277,23500,ford,transit,2019,clean vehicle,14987,white,  1ftyr1zm1kka42642,167735018,michigan, usa,21 hours left,35.21945
1278,26400,ford,edge,2017,clean vehicle,28252,blue,  2fmpk4ap7hbc41894,167779680,wisconsin, usa,2 days left,74.58528
1279,23500,ford,transit,2019,clean vehicle,16009,white,  1ftyr1zm8kka55050,167735020,michigan, usa,21 hours left,37.62115
1280,38000,ford,door,2017,clean vehicle,47866,white,  1ftew1eg0hfa43326,167779682,wisconsin, usa,2 days left,181.8908
1281,23600,ford,transit,2019,clean vehicle,11004,white,  1ftyr1zm3kka71267,167735025,michigan, usa,21 hours left,25.96944
1282,19300,ford,edge,2017,clean vehicle,42895,gray,  2fmpk4j9xhbb41421,167779683,wisconsin, usa,21 hours left,82.78735
1283,23200,ford,f-150,2019,clean vehicle,9490,white,  1ftmf1c58kkd60105,167735026,michigan, usa,21 hours left,22.0168
1284,13800,ford,door,2017,clean vehicle,39027,no_color,  1fmcu0gd5huc74384,167779689,wisconsin, usa,21 hours left,53.85726
1285,23600,ford,transit,2019,clean vehicle,13466,white,  1ftyr1ym9kka55673,167735027,michigan, usa,21 hours left,31.77976
1286,23200,ford,f-150,2019,clean vehicle,8737,white,  1ftmf1c53kkd60111,167735029,michigan, usa,21 hours left,20.26984
1287,40000,ford,door,2017,clean vehicle,23960,red,  1ftew1eg2hfb38793,167779696,wisconsin, usa,2 days left,95.84
1288,23400,ford,f-150,2019,clean vehicle,5562,white,  1ftmf1c5xkkd39112,167735030,michigan, usa,21 hours left,13.01508
1289,23600,ford,transit,2019,clean vehicle,13763,white,  1ftyr1zm1kka55052,167735031,michigan, usa,21 hours left,32.48068
1290,23000,ford,f-150,2019,clean vehicle,10444,white,  1ftmf1c51kkd08329,167735032,michigan, usa,21 hours left,24.0212
1291,25500,ford,door,2017,clean vehicle,41696,black,  1ftew1ep8hfb07225,167779857,wisconsin, usa,21 hours left,106.3248
1292,23500,ford,transit,2019,clean vehicle,15787,white,  1ftyr1zm1kka56203,167735033,michigan, usa,21 hours left,37.09945
1293,29900,ford,door,2017,clean vehicle,9167,white,  1ftew1ef5hkd84963,167779861,wisconsin, usa,2 days left,27.40933
1294,23200,ford,transit,2019,clean vehicle,17541,white,  1ftyr1ym0kka55674,167735037,michigan, usa,21 hours left,40.69512
1295,50500,ford,f-150,2017,clean vehicle,24686,silver,  1ftfw1rg4hfc12326,167779863,wisconsin, usa,2 days left,124.6643
1296,23400,ford,transit,2019,clean vehicle,15210,white,  1ftyr1ym7kka55672,167735038,michigan, usa,21 hours left,35.5914
1297,24500,ford,transit,2017,clean vehicle,54601,white,  1ftyr2cv1hka17899,167779865,wisconsin, usa,2 days left,133.77245
1298,49000,ford,mustang,2017,clean vehicle,2205,black,  1fa6p8jz8h5523692,167779872,illinois, usa,2 days left,10.8045
1299,25400,ford,transit,2017,clean vehicle,35691,white,  1ftyr2cv3hkb52320,167779876,wisconsin, usa,2 days left,90.65514
1300,23000,ford,flex,2017,clean vehicle,32788,silver,  2fmhk6c8xhba10655,167779877,illinois, usa,21 hours left,75.4124
1301,6000,ford,door,2012,clean vehicle,180471,gray,  1ftfw1ef2ckd08095,167779892,minnesota, usa,6 days left,108.2826
1302,22400,ford,edge,2016,clean vehicle,42925,black,  2fmpk4k80gbc01288,167780188,wisconsin, usa,21 hours left,96.152
1303,22500,ford,edge,2016,clean vehicle,37385,black,  2fmpk4k82gbc46880,167780189,wisconsin, usa,2 days left,84.11625
1304,25200,ford,edge,2019,clean vehicle,15415,gray,  2fmpk4k95kbc23479,167735376,virginia, usa,2 days left,38.8458
1305,36000,ford,door,2016,clean vehicle,20047,white,  1ftew1eg5gfc13646,167780195,wisconsin, usa,2 days left,72.1692
1306,26700,ford,edge,2019,clean vehicle,16884,black,  2fmpk4k90kbc02488,167735379,virginia, usa,2 days left,45.08028
1307,30500,ford,door,2016,clean vehicle,57936,gray,  1ftew1eg9gkd71799,167780199,wisconsin, usa,21 hours left,176.7048
1308,26700,ford,edge,2019,clean vehicle,15244,black,  2fmpk4k91kbc22474,167735380,virginia, usa,2 days left,40.70148
1309,25000,ford,edge,2019,clean vehicle,19842,gray,  2fmpk4k92kbc02945,167735381,virginia, usa,2 days left,49.605
1310,35200,ford,door,2016,clean vehicle,38830,white,  1ftew1ef9gfb09068,167780201,wisconsin, usa,21 hours left,136.6816
1311,30300,ford,f-150,2019,clean vehicle,31899,white,  1ftew1e54kfb20317,167735391,tennessee, usa,21 hours left,96.65397
1312,25000,ford,door,2016,clean vehicle,69305,no_color,  1ftfw1ef5gfc20298,167780206,illinois, usa,2 days left,173.2625
1313,26500,ford,door,2016,clean vehicle,46098,red,  1ftfw1eg5gkf22898,167780207,wisconsin, usa,2 days left,122.1597
1314,21600,ford,mustang,2019,clean vehicle,29457,gray,  1fatp8uh6k5153386,167735493,virginia, usa,2 days left,63.62712
1315,18800,ford,edge,2016,clean vehicle,30765,no_color,  2fmpk4j99gbc10713,167780210,wisconsin, usa,21 hours left,57.8382
1316,21500,ford,mustang,2019,clean vehicle,29096,red,  1fatp8uh3k5162367,167735497,virginia, usa,2 days left,62.5564
1317,9000,ford,door,2016,clean vehicle,40437,no_color,  1fadp3f29gl296335,167780249,new jersey, usa,7 hours left,36.3933
1318,16700,ford,cutaway,2015,clean vehicle,69004,white,  1fdwe4fl3fda32622,167780449,wisconsin, usa,2 days left,115.23668
1319,16800,ford,cutaway,2015,clean vehicle,65179,white,  1fdwe4fl2fda28433,167780450,wisconsin, usa,2 days left,109.50072
1320,15700,ford,cutaway,2015,clean vehicle,75862,white,  1fdwe4fl1fda28424,167780452,wisconsin, usa,2 days left,119.10334
1321,16800,ford,cutaway,2015,clean vehicle,68319,white,  1fdwe4fl3fda32619,167780458,wisconsin, usa,2 days left,114.77592
1322,19500,ford,door,2015,clean vehicle,80354,gray,  1fm5k8gt1fgb88036,167780463,wisconsin, usa,21 hours left,156.6903
1323,20500,ford,door,2015,clean vehicle,51441,black,  1fm5k8f89fga62388,167780465,wisconsin, usa,2 days left,105.45405
1324,17400,ford,cutaway,2015,clean vehicle,70954,white,  1fdwe4fl5fda28412,167780471,wisconsin, usa,2 days left,123.45996
1325,17500,ford,door,2014,clean vehicle,92500,red,  1ftfx1ef9efc44937,167780571,wisconsin, usa,21 hours left,161.875
1326,26000,ford,door,2014,clean vehicle,66367,silver,  1ftfw1et3efb08800,167780578,illinois, usa,21 hours left,172.5542
1327,56700,ford,f-150,2019,clean vehicle,13884,white,  1ftew1eg0kfa74454,167737612,kentucky, usa,21 hours left,78.72228
1328,5000,ford,door,2013,clean vehicle,202565,no_color,  1fmcu9gx0duc48476,167780643,wisconsin, usa,21 hours left,101.2825
1329,40200,ford,f-150,2019,clean vehicle,26484,no_color,  1ftew1e41kkc07168,167737616,kentucky, usa,21 hours left,106.46568
1330,54000,ford,door,2013,clean vehicle,703,red,  1zvbp8jz3d5271544,167780646,illinois, usa,21 hours left,3.7962
1331,65200,ford,max,2019,clean vehicle,18138,white,  1fmjk2at0kea08300,167737619,kentucky, usa,21 hours left,118.25976
1332,32500,ford,srw,2017,clean vehicle,28007,white,  1ft8w3b63hec69791,167780667,minnesota, usa,Listing Expired,91.02275
1333,25500,ford,transit,2019,clean vehicle,11251,white,  1ftyr1zm2kka42617,167738248,illinois, usa,21 hours left,28.69005
1334,63000,ford,srw,2019,clean vehicle,11640,no_color,  1ft7w2bt7ked44785,167780677,illinois, usa,21 hours left,73.332
1335,44000,ford,srw,2019,clean vehicle,10763,white,  1ft7w2bt2ked42670,167780679,illinois, usa,2 days left,47.3572
1336,70000,ford,drw,2019,clean vehicle,9643,no_color,  1ft8w3dt3kee48276,167780680,illinois, usa,2 days left,67.501
1337,56200,ford,srw,2019,clean vehicle,33930,gray,  1ft7w2bt6kee88988,167738656,kentucky, usa,21 hours left,190.6866
1338,35000,ford,srw,2019,clean vehicle,26451,white,  1ft7w2b64kec00217,167780681,wisconsin, usa,2 days left,92.5785
1339,57700,ford,srw,2019,clean vehicle,21101,red,  1ft7w2bt6kee59894,167738658,kentucky, usa,21 hours left,121.75277
1340,74000,ford,drw,2019,clean vehicle,10536,no_color,  1ft8w4dt6ked32656,167780682,illinois, usa,2 days left,77.9664
1341,60200,ford,srw,2019,clean vehicle,31744,white,  1ft7w2bt6ked11132,167738659,kentucky, usa,21 hours left,191.09888
1342,60000,ford,srw,2018,clean vehicle,18062,black,  1ft7w2btxjeb54932,167780683,illinois, usa,2 days left,108.372
1343,63000,ford,srw,2018,clean vehicle,17942,black,  1ft7w2bt3jec31754,167780684,illinois, usa,21 hours left,113.0346
1344,22500,ford,door,2014,clean vehicle,43646,black,  1ftfw1ef6efa39398,167780692,wisconsin, usa,2 days left,98.2035
1345,8300,ford,energi,2014,clean vehicle,71989,gray,  3fa6p0pu0er246171,167780699,wisconsin, usa,21 hours left,59.75087
1346,8300,ford,door,2012,clean vehicle,138328,white,  1fmhk8d89cga65125,167780740,wisconsin, usa,21 hours left,114.81224
1347,21000,ford,door,2013,clean vehicle,95386,brown,  1ftfw1et9dke64965,167780742,wisconsin, usa,2 days left,200.3106
1348,19300,ford,fusion,2019,clean vehicle,23740,black,  3fa6p0ru2kr260565,167740399,mississippi, usa,21 hours left,45.8182
1349,16400,ford,fusion,2019,clean vehicle,36064,gray,  3fa6p0cd1kr118278,167740400,alabama, usa,21 hours left,59.14496
1350,27300,ford,f-150,2019,clean vehicle,18805,gray,  1ftew1c4xkfc10243,167740409,mississippi, usa,21 hours left,51.33765
1351,26400,ford,cab,2012,clean vehicle,151035,white,  1fduf5gt0ceb55163,167781136,wisconsin, usa,2 days left,398.7324
1352,35100,ford,mustang,2019,clean vehicle,10099,red,  1fatp8ff1k5110151,167740416,mississippi, usa,21 hours left,35.44749
1353,41500,ford,f-150,2018,clean vehicle,9800,black,  1ftew1e56jfa97539,167781284,new jersey, usa,1 days left,40.67
1354,34100,ford,mustang,2019,clean vehicle,10483,white,  1fatp8ff5k5106670,167740622,mississippi, usa,21 hours left,35.74703
1355,28600,ford,f-150,2019,clean vehicle,17544,no_color,  1ftew1c46kkc52450,167781624,california, usa,21 hours left,50.17584
1356,34100,ford,mustang,2019,clean vehicle,10167,red,  1fatp8ff0k5119522,167740627,mississippi, usa,21 hours left,34.66947
1357,28700,ford,ranger,2019,clean vehicle,11457,gray,  1fter4eh5kla17864,167781626,california, usa,21 hours left,32.88159
1358,24700,ford,edge,2019,clean vehicle,26590,no_color,  2fmpk3k90kbb54470,167781627,california, usa,21 hours left,65.6773
1359,46500,ford,expedition,2019,clean vehicle,35346,black,  1fmju1kt7kea38431,167781630,california, usa,21 hours left,164.3589
1360,29000,ford,f-150,2019,clean vehicle,12953,black,  1ftew1c59kkc39782,167781631,california, usa,21 hours left,37.5637
1361,25500,ford,edge,2019,clean vehicle,26693,silver,  2fmpk3k91kbb62934,167781632,california, usa,21 hours left,68.06715
1362,39500,ford,f-150,2019,clean vehicle,25071,yellow,  1ftew1e51kkc05297,167781633,california, usa,21 hours left,99.03045
1363,33100,ford,f-150,2019,clean vehicle,33538,yellow,  1ftew1c54kkc38135,167781635,california, usa,21 hours left,111.01078
1364,30500,ford,f-150,2019,clean vehicle,9915,gray,  1ftew1e4xkfb37968,167781637,california, usa,2 days left,30.24075
1365,3600,ford,fiesta,2018,clean vehicle,1,silver,  3fadp4ej1jm128239,167458288,arizona, usa,2 days left,0.00036
1366,16800,ford,fusion,2019,clean vehicle,9910,red,  3fa6p0hdxkr114772,167781638,california, usa,2 days left,16.6488
1367,24000,ford,f-150,2019,clean vehicle,16765,gray,  1ftew1cp5kkc11026,167459758,texas, usa,6 days left,40.236
1368,58500,ford,expedition,2019,clean vehicle,4970,gray,  1fmju2at7kea02696,167781639,california, usa,21 hours left,29.0745
1369,55000,ford,door,2017,clean vehicle,43964,black,  1ft8w3dt8hed50014,167461502,texas, usa,6 days left,241.802
1370,28800,ford,f-150,2019,clean vehicle,40785,silver,  1ftew1e49kkc40340,167781644,california, usa,21 hours left,117.4608
1371,26800,ford,door,2015,clean vehicle,108998,white,  1ft8w3bt4fec75439,167782025,new jersey, usa,24 hours left,292.11464
1372,36000,ford,max,2018,clean vehicle,58576,gray,  1fmjk1jt1jea23803,167472824,wisconsin, usa,22 hours left,210.8736
1373,20000,ford,wagon,2018,clean vehicle,55475,white,  1fbzx2zm6jka97476,167472829,wisconsin, usa,21 hours left,110.95
1374,46700,ford,drw,2019,clean vehicle,35929,black,  1ft8w3dt6kef15629,167741758,alabama, usa,21 hours left,167.78843
1375,42800,ford,srw,2019,clean vehicle,21669,silver,  1ft7w2btxkee45528,167741762,alabama, usa,21 hours left,92.74332
1376,21800,ford,mustang,2018,clean vehicle,16079,no_color,  1fa6p8th0j5176725,167782357,california, usa,21 hours left,35.05222
